# "asas_sn_id":12702,"gaia_id":5211052415435948544,"pstarrs_g_mag":13.1350002289,"g_mag_abs":20.6539014276,"name":"VX Men"
jd,flux,flux_err,mag,mag_err,limit,fwhm,cam,asas_sn_id
2458565.5484832,19.26846458142311,0.1310321775423555,13.187947849704674,0.007391677698837368,16.859195715564514,1.44,bH,12702
2458443.6476606,17.597657185075704,0.13394337329394326,13.286428489582063,0.008273295792411709,16.835337530897853,1.50,bE,12702
2458621.5042646,25.441135955248374,0.20564259935474688,12.886224375273482,0.008785950631654764,16.36985789949184,1.40,bH,12702
2458560.5684318,22.232177542849552,0.08437389638475923,13.032610617297141,0.004125136044959854,17.33712034824133,1.65,bF,12702
2458750.8326145,24.295083533651425,0.08463648399870444,12.93626963069746,0.0037866170796258545,17.333746577847613,1.56,bF,12702
2458460.5765958,25.281654708048414,0.08821896695437954,12.893051883476245,0.003792876003548337,17.288735691751405,1.48,bE,12702
2458542.7201879,24.451602128864188,0.07796156101051431,12.929297321206814,0.003465655409356932,17.42293929560704,1.56,bF,12702
2458855.5911766,25.820522802132725,0.20119730544733297,12.870153043743722,0.00846972483819169,16.393585211203018,1.40,bF,12702
2458087.7923579,21.953748502951566,0.055767259096913886,13.046293910477376,0.0027611041443221787,17.78669236171309,1.59,bj,12702
2458835.8520232,23.008040455854886,0.1285826389748517,12.995366541435043,0.006074560686048224,16.879684774466327,1.62,bj,12702
2458263.4628579,23.809762455461644,0.1065451007366081,12.958177965857056,0.0048639667162426285,17.083806900576963,1.65,bj,12702
2458824.7595579,24.10816966553124,0.10550792811396183,12.944655024204037,0.004756998650238554,17.094427874519525,1.58,bj,12702
2458799.7809518,24.12517585862321,0.18785403119395655,12.943889402822833,0.008463737861967647,16.468089313682214,2.03,bH,12702
2458647.4658612,22.786448529338745,0.08975529782014638,13.00587401778914,0.004281496794054251,17.26999038067976,1.64,bF,12702
2458791.7050103,23.163294210082608,0.08435637546866336,12.988064813710604,0.003958491898187198,17.337345833482424,1.39,bH,12702
2458536.6657488,20.474296055785803,0.1004874211062242,13.122043175180739,0.005334760102450061,17.14736135968931,1.42,bE,12702
2458559.548102,22.758175803032366,0.1257320300221214,13.007222002406468,0.006005105646729178,16.90402579252803,1.43,bi,12702
2458217.5244642,24.106537490112974,0.08199639318847099,12.944728533390315,0.0036971926960414282,17.368153738190063,1.45,bi,12702
2458642.4811339,16.70366520863417,0.11331222265357854,13.343036180156746,0.007373558908639948,17.016948715320726,1.56,bF,12702
2458644.4739232,24.315970867884456,0.09603288064189666,12.935336586283075,0.004292798608875232,17.19659072060321,1.48,bF,12702
2458725.9040204,19.535668173355734,0.0947892832175979,13.172994947593333,0.005274036632382422,17.210742513417507,1.42,bH,12702
2458836.8307003,15.474207830590291,0.12512498250873738,13.426044558602614,0.008789168224915753,16.90928053699916,1.41,bE,12702
2458710.8960109,25.1422350129639,0.34536635979104,12.899055918357174,0.014930980359168951,15.806940528715536,1.47,bi,12702
2458746.8630853,17.278114189374605,0.11662737586860486,13.306324772561823,0.007336963132912911,16.9856393513111,1.54,bF,12702
2458510.7294373,22.488532382073537,0.07132080026875584,13.02016283731303,0.00344720623252295,17.519600092403646,1.48,bE,12702
2458794.773784,23.14028505505543,0.1036291359995489,12.989143860950866,0.004867717270937101,17.11393591826565,1.44,bH,12702
2458547.6285234,17.786952742878174,0.0777245383577699,13.274811744246303,0.0047497283592305,17.42624523332791,1.38,bi,12702
2458766.8444984,19.43514506014664,0.08505052859799482,13.178596156109691,0.004756652263250634,17.328448068584855,1.55,bj,12702
2458817.739598,22.66454988311657,0.07246475211194668,13.011697876250771,0.0034752966774321335,17.502323584176168,1.62,bj,12702
2458862.5973064,15.844310165201478,0.12720667852005363,13.40038228357817,0.00872667395326687,16.891365829067905,1.47,bE,12702
2458777.845329,15.297539303695334,0.1363907001407372,13.438511678044234,0.009691150849779374,16.815678714512984,1.42,bi,12702
2458254.484019,24.694275665623884,0.09494084534961153,12.91857489246837,0.004178967321395991,17.209007875590157,1.60,bj,12702
2458611.4886993,16.374782890197583,0.11668020974504541,13.364626746075235,0.007745221160531455,16.985147608590275,1.46,bE,12702
2458820.664891,20.893295350404003,0.04504518010795729,13.100048263400426,0.0023434384796705214,18.01851979210586,1.38,bi,12702
2458493.6091199,25.05076906153812,0.08800779959979628,12.90301296403402,0.003818671255318156,17.291337704559684,1.52,bE,12702
2458121.6242595,15.766470447014653,0.14077078999785755,13.405729419548019,0.00970488155689362,16.781359241806292,1.62,bj,12702
2458185.6894329,20.382432620980136,0.08801274689968691,13.126925583947573,0.004693553071791771,17.291276672336853,1.58,bj,12702
2458480.6430515,18.11374578905121,0.08956379695445306,13.25504495103862,0.005374479378539476,17.27230936965782,1.53,bF,12702
2458530.5308738,23.401893359621642,0.08540046077759064,12.976938132349671,0.003966627245720846,17.323990076621744,1.66,bF,12702
2458712.8875135,17.52221582805185,0.12542425988210068,13.2910930587628,0.007780449607571715,16.906686744010887,1.50,bi,12702
2458145.5851404,23.731427557092033,0.09647488017568806,12.961755962630168,0.0044187818005759685,17.191604991845384,1.40,bi,12702
2458808.7819137,17.45759892094223,0.09753653902218884,13.295104343316059,0.00607288423099534,17.179722258786008,1.58,bj,12702
2458497.5489924,25.616763577043304,0.10940518489766159,12.878754972052596,0.004642221054932901,17.055045850345245,2.33,bj,12702
2458625.4486684,22.30226121250706,0.11370234403533777,13.029193376956814,0.005541568328368784,17.013217066452857,2.00,bE,12702
2458184.6918972,21.5807459664635,0.07876070709654676,13.06489949088679,0.0039669372119209454,17.411866595229053,1.56,bj,12702
2458626.4484057,19.003460105691563,0.149684751571598,13.202983913584916,0.008561641723178658,16.714696709208624,1.80,bE,12702
2458831.8284355,20.86784505779713,0.1356111899353005,13.101371613637307,0.007063665026873605,16.82190179457164,1.33,bH,12702
2458838.8316303,23.588318455994877,0.07665369686907451,12.968323166349702,0.0035322244730030617,17.441307849111244,1.60,bF,12702
2458104.7751676,23.28354513254853,0.06739966247623351,12.982442856490739,0.003146449661101902,17.580996307235797,2.03,bj,12702
2458360.8649437,25.24726485297674,0.11669628323598182,12.894529782343557,0.005024060501789835,16.984998051358943,1.39,bi,12702
2458135.6122525,16.346484681352408,0.09180395940445465,13.366504692732752,0.006104487560556696,17.245487080813135,1.39,bi,12702
2458382.8005219,15.76104782535804,0.11395304376796893,13.406102905127472,0.007858741719972202,17.01082578646694,1.65,bi,12702
2458512.6080096,23.94031870506143,0.08256987603796878,12.952240803166378,0.003748900186516185,17.360586529965317,1.63,bj,12702
2458602.5559562,19.033382430585803,0.09890195035110057,13.201275687769964,0.005648082800779398,17.16462847146923,1.39,bH,12702
2458205.6330662,16.243437037600593,0.1284675020681196,13.373370798854001,0.008596615905934192,16.880657412069215,1.59,bj,12702
2458404.8410421,16.83496200870576,0.09757115120081283,13.334535270639481,0.006299723104600677,17.179337038748713,1.99,bj,12702
2458502.7552673,25.842451704294568,0.12573520060774818,12.869231338996173,0.005288534457822273,16.9039984138545,1.43,bE,12702
2458398.7479785,24.59129084803583,0.07853544715653756,12.923112306386543,0.0034713353195656113,17.414976309394724,1.82,bE,12702
2458569.5455986,23.078862298014357,0.07597812658773102,12.992029632506359,0.003578379173879851,17.450919159343094,1.38,bi,12702
2458808.7611167,24.171765157318784,0.0914901726747757,12.94179470684524,0.004114132303398462,17.249204493279546,1.40,bH,12702
2458372.8155513,25.292289406966468,0.09519966047584076,12.89259526582404,0.004091282135695642,17.20605211269034,1.38,bi,12702
2458714.8997667,17.49997079400474,0.1266461778490628,13.292472312568375,0.00786623535472029,16.896160392886703,1.42,bi,12702
2458867.5648209,25.212733098236466,0.12869407334032976,12.896015806271834,0.0055481832049469396,16.87874424369282,1.62,bj,12702
2458697.931295,15.623184079783409,0.10275006378275651,13.415641747635688,0.00714866133353062,17.123185361094045,1.50,bi,12702
2458782.8310443,22.356210185716776,0.04523188528151103,13.026570162140773,0.0021991693712338518,18.014028887252405,1.48,bF,12702
2458227.479824,14.898809464103632,0.10937427292917562,13.46718670692734,0.007979501956668297,17.05535266382675,1.52,bi,12702
2458773.834893,25.291598650002207,0.12080349048757631,12.892624918738187,0.005191769158265944,16.94744190409047,1.55,bj,12702
2458837.7622867,15.75513486504238,0.10136054726406613,13.406510309490521,0.006992926994244913,17.137968244650267,1.42,bi,12702
2458452.8257427,17.948948165347353,0.09456556220526857,13.264968113864075,0.005726723015969827,17.213308089337495,1.62,bj,12702
2458709.8946169,17.76208550412764,0.15754018221571475,13.276330731378392,0.009640722000552732,16.65916225281305,1.48,bE,12702
2458483.7202543,24.785037080535336,0.09222561138217905,12.914591689823867,0.004044586636586661,17.240511754106937,1.41,bi,12702
2458135.5414067,25.49179962933904,0.10173008838324456,12.884064381833582,0.004337715839332166,17.134017056908252,1.60,bj,12702
2458403.8599589,22.5087751493361,0.10142208566053341,13.01918596522935,0.004897707526317936,17.1373092684242,1.48,bE,12702
2458817.7517578,20.52094089634888,0.06367339590856247,13.119572448443462,0.0033726627494163114,17.642745579407816,1.42,bE,12702
2458698.9107245,21.9643022216686,0.062476526738053755,13.045772095208372,0.003091801756695083,17.66334841700057,1.45,bi,12702
2458475.7144379,23.306837340178923,0.142053946000694,12.981357259254667,0.0066249427492270484,16.77150735609549,1.49,bi,12702
2458199.6026478,24.516664843126602,0.08559606024018927,12.926412147179152,0.003794936893275405,17.321506172159403,1.59,bj,12702
2458845.7842269,16.32167835315815,0.11084847601733536,13.368153584577433,0.007382051730517814,17.040816294785053,1.60,bF,12702
2458559.5265559,24.448159101721807,0.09620183389538271,12.929450214355352,0.004277099568960448,17.194682233763096,1.61,bF,12702
2458854.5426064,19.739107851071818,0.12632827668946417,13.161746822384398,0.006956410860292373,16.898889182090567,2.48,bi,12702
2458863.5794012,22.84695592720331,0.07366840841700274,13.002994762480451,0.0035048151373050273,17.484437393543807,1.37,bi,12702
2458758.8934714,25.638521364697453,0.12693603467230669,12.877833185382698,0.005381509673204053,16.893678293049142,1.64,bj,12702
2458140.7060847,21.988221348951623,0.047728493034856975,13.04459037170622,0.002359390327835315,17.95569630569512,1.72,bj,12702
2458591.5006573,17.830587537884167,0.13215158271600136,13.272151487527106,0.008055989427499872,16.849959689354215,1.53,bE,12702
2458552.5868361,24.6038938898258,0.09588912102685604,12.922556008889796,0.0042362117935760574,17.19821726729058,1.56,bH,12702
2458510.8095839,23.396901243088255,0.08943254318116073,12.977169767447336,0.004154793194897804,17.273901659188525,1.65,bF,12702
2458865.7826419,17.997527574852413,0.1310134610388033,13.26203350318362,0.007912527724681677,16.859350812101724,1.41,bE,12702
2458444.8361438,23.30274109156,0.11736537988239135,12.9815480975154,0.005474508968207206,16.97879058942218,1.63,bH,12702
2458437.6476901,21.090782510317915,0.050647684919394344,13.089833889196122,0.0026102318113228914,17.891241614531673,1.40,bi,12702
2458819.7678415,25.337299051222445,0.11262033557251754,12.890664828911788,0.004831351912590354,17.02359856877886,1.39,bH,12702
2458410.8066293,15.685743959704563,0.12480855071370246,13.41130281805577,0.008648711117277668,16.912029761045595,1.45,bH,12702
2458448.8010337,24.70230288545406,0.09924890462161778,12.91822201607387,0.004367173564917181,17.160826305711034,1.51,bF,12702
2458772.8207733,19.912308600329307,0.11017290370307012,13.152261586445114,0.006014026731034531,17.04745362195905,1.55,bj,12702
2458613.4826171,23.0745107760538,0.08274557190269508,12.992234367486175,0.0038978438111895793,17.35827870652161,1.42,bi,12702
2458414.8422467,24.835111769900152,0.13246679630362496,12.91240032511009,0.005797664592378557,16.847373028764295,1.53,bj,12702
2458527.6340461,21.445036375170947,0.04986130032280627,13.071748654212112,0.002527254541336056,17.908231610957827,1.55,bE,12702
2458116.6642019,24.779505655748856,0.1027558959175299,12.914834027101602,0.004507401913758276,17.12312373602112,1.64,bi,12702
2458902.7478365,18.91535164642046,0.08698105591130065,13.208029573610744,0.004998301261210536,17.30407892268466,1.54,bj,12702
2458624.4569343,25.22993360861576,0.09216187952282054,12.89527535304832,0.00397052000045124,17.241262303827185,1.57,bE,12702
2458538.6572494,20.702092429187612,0.08564639400513736,13.110030014132182,0.004496835614359027,17.320867905291056,1.45,bE,12702
2458479.6885039,16.559138787397515,0.11351430004739595,13.352471256982376,0.007451179093992066,17.015014172586802,1.44,bE,12702
2458487.7094675,16.076811335472332,0.09451772494303903,13.384565834126153,0.006390362827739384,17.213857462573287,1.38,bi,12702
2458785.7249777,22.828555449198397,0.12301822667540048,13.003869544858732,0.005857377356844736,16.927716955646268,1.49,bH,12702
2458826.7414627,15.797183970341349,0.13090818919132405,13.40361643260833,0.009007397157475464,16.860223572808632,1.47,bE,12702
2458864.5865065,22.961342631933963,0.07600107094065509,12.997572424226982,0.003597780018456411,17.450591331386917,1.48,bi,12702
2458105.7949157,21.639533325878727,0.04413989284351764,13.061945895726993,0.002217152452994482,18.040562425169067,1.65,bj,12702
2458532.584385,24.088794701334617,0.13724326066824413,12.945527946451472,0.006192815335830248,16.808913042415618,1.55,bj,12702
2458777.8041458,20.712698730917808,0.07767790990142724,13.109473901414177,0.004076364546180004,17.426896782969628,1.58,bF,12702
2458481.5667779,15.543307011551075,0.0974918165884888,13.42120705908141,0.0068176846650652555,17.180220204493768,1.41,bi,12702
2458091.7325683,17.260934583040473,0.10771370511801624,13.307404855701435,0.006782953361850348,17.071963199101297,1.64,bi,12702
2458855.6174865,24.343654258018546,0.1816190718118015,12.934101194020842,0.008109383763245801,16.504736981875404,1.40,bi,12702
2458561.6643245,17.57394170054961,0.1509124222679629,13.287892668913194,0.009334003969666166,16.70582813658268,1.54,bF,12702
2458480.5807408,22.600905030769038,0.06802654479212598,13.014751046316473,0.003271634317852111,17.570944579411247,1.50,bH,12702
2458427.7411987,24.00172953520445,0.08529894780352133,12.949459278364442,0.0038628986080578884,17.32528142642909,1.39,bH,12702
2458836.8229424,15.491987444777774,0.1419871607431204,13.424797781413517,0.009962173731620321,16.7720179242612,1.42,bH,12702
2458601.5916344,15.869044189638688,0.12745587233155822,13.398688698537278,0.008730140896273572,16.889240987165536,1.50,bH,12702
2458482.6200486,25.0748112384766,0.09073975998556988,12.90197144137079,0.0039334363461134775,17.258146545978562,1.58,bj,12702
2458152.565974,22.858746551596244,0.06970763014038496,13.002434591325876,0.0033146683272875952,17.544439815892293,1.40,bi,12702
2458739.88208,23.216832609263122,0.13639879996649695,12.985558196840827,0.006385865276119615,16.815614237881157,1.67,bH,12702
2458223.5161866,21.97169392629515,0.05909718159931165,13.045406771004656,0.0029235828230292924,17.723723687794607,1.42,bi,12702
2458884.5687827,22.741656602603587,0.1336176259424296,13.008010378706732,0.006386366326576051,16.83798123359664,1.61,bj,12702
2458688.9214776,22.724726219066017,0.0782189506127758,13.008818973104436,0.0037413255355664274,17.419360648565863,1.45,bE,12702
2458136.6094466,22.49941739867869,0.06195027047345334,13.019637440761027,0.002992844184426645,17.67253259435238,1.43,bi,12702
2458841.7258564,21.463432830961523,0.056332443536145395,13.070817663212694,0.0028528016636177357,17.775744136280856,1.39,bH,12702
2458734.8953707,16.006844191773325,0.10663857175648732,13.38930132827324,0.007241370606907795,17.08285481193251,1.66,bj,12702
2458473.6211578,25.787475462190628,0.171825599378793,12.871543552949936,0.007242545169663863,16.564920942612044,1.39,bi,12702
2458800.7294838,25.107284463762284,0.15755805952125787,12.900566264452372,0.006821078583642674,16.659039052900635,1.49,bE,12702
2458480.7711114,22.653455299917653,0.07796516058145235,13.012229487951144,0.0037409189300475613,17.422889167130666,1.42,bH,12702
2458507.5875554,25.687314960629898,0.1027973677490812,12.87576884533813,0.004349861768882191,17.122685626026655,1.55,bj,12702
2458608.5759174,24.922403806521775,0.08305062828010096,12.908590801234894,0.003622139451089594,17.354283305820765,1.53,bF,12702
2458124.6425083,19.914113660218785,0.05454662238835133,13.15216316842191,0.0029772757128678938,17.81072095252339,1.46,bi,12702
2458495.7407883,16.901967293687655,0.101798531752081,13.33022247982081,0.006546609401659229,17.133286825982765,1.43,bE,12702
2458856.7395379,24.749551815156767,0.16484897261780457,12.916147275317016,0.007239875179444053,16.609924999317027,1.45,bE,12702
2458104.6827903,22.166025434420362,0.058111404604743004,13.03584605420568,0.00284961191664348,17.741987179310712,1.52,bi,12702
2458427.7877383,16.05596638554772,0.0944204645231679,13.38597449665703,0.006392074898180877,17.21497527966225,1.38,bi,12702
2458748.8145186,25.090430219658266,0.10471873668172772,12.90129535197481,0.004536578798688967,17.10257962573918,1.42,bi,12702
2458807.7825722,24.758486254652947,0.08813338250335082,12.915755401798544,0.0038692654272004636,17.289789515469966,1.43,bE,12702
